model_key,model_line,model_role,role_label,condition,condition_label,run_id,cases,ema_correct,ema,esr_executable,esr,string_exact,normalized_exact,char_accuracy,token_accuracy,generation_time_mean,prompt_tokens_mean,prompt_tokens_max,completion_tokens_mean,completion_tokens_max,total_tokens_mean,raw_output_empty,sql_extraction_empty,completion_limit_cases,prediction_timeout_cases,gold_timeout_cases,retrieval_similarity_selected_slot_mean,retrieval_similarity_min,retrieval_similarity_max,retrieval_set_min_mean,retrieval_rank1_mean,retrieval_rank2_mean,retrieval_rank3_mean,effective_k3_cases,zero_shot_fallback_cases,actual_k_distribution,max_input_tokens,max_new_tokens,timeout_policy,config_path,config_sha256,result_path,result_sha256,metadata_path,metadata_sha256,trace_path,trace_sha256,summary_reproduction_status,run_status
qwen2b,Qwen 3.5 2B,base,Base,top3,Dynamic Top-3,run_k3_qwen2b_base_top3_maxin4352_20260717_101346,1032,420,0.4069767441860465,739,0.7160852713178295,0.07267441860465117,0.17926356589147288,0.2742385271317829,0.38353811046511627,5.332862684108528,1415.1637596899225,3733,158.74321705426357,256,1573.906976744186,0,11,551,0,0,0.7054402448320413,0.450881,0.971507,0.6913299864341085,0.7217922742248062,0.7031984738372093,0.6913299864341085,1032,0,"{""0"": 0, ""3"": 1032}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_base_dynamic_bge_large_top3_k3_full_schema_maxin4352_full_aliasnames.json,b511648d49166ace8f17a2bcb8ce36bc29c6a5c31e33a537ebadaf7e5f9e2d76,results/k3_extension_20260717/run_k3_qwen2b_base_top3_maxin4352_20260717_101346.csv,4b7b32932e1569a759414c5ca953b38ed4bae31c0d677a3e87f94f105181c9e5,results/k3_extension_20260717/run_k3_qwen2b_base_top3_maxin4352_20260717_101346_metadata.json,3cfdd1b95800df5f6a9ac33679da7316f08da02a40141d928f4d7ae29b8a8a6a,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_base_top3_maxin4352_20260717_101346_retrieval_traces.jsonl,c82b306ac3fbc64b641f6772e9eb1e2c27fde90978c98d74d0253d9dfedacb57,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,base,Base,top3_gate070,Dynamic Top-3 Gate 0.70,run_k3_qwen2b_base_top3_gate070_maxin4352_20260717_114608,1032,452,0.437984496124031,774,0.75,0.05426356589147287,0.13953488372093023,0.2326816608527132,0.31670543023255815,3.6064462218992253,859.7519379844962,3728,108.5125968992248,256,968.2645348837209,0,10,301,0,0,0.7054402448320413,0.450881,0.971507,0.6913299864341085,0.7217922742248062,0.7031984738372093,0.6913299864341085,480,552,"{""0"": 552, ""3"": 480}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_base_dynamic_bge_large_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,98cb022523fd07465aedcac01398e3bc47c53d55552208a63976979241bb8cba,results/k3_extension_20260717/run_k3_qwen2b_base_top3_gate070_maxin4352_20260717_114608.csv,8a68f1f043486ccbeab498c62052ddf4bcd15fb529062552d6d4b96d8e78f8d9,results/k3_extension_20260717/run_k3_qwen2b_base_top3_gate070_maxin4352_20260717_114608_metadata.json,eb3d3b3b3046641376857a6b884232746dfc20c69c96edbc27b3ee46295303fb,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_base_top3_gate070_maxin4352_20260717_114608_retrieval_traces.jsonl,a45166f08ef0e0d1eddab67d805798e67c5182489bf75b75f61960ddf9dab4f8,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,base,Base,top3_gate085,Dynamic Top-3 Gate 0.85,run_k3_qwen2b_base_top3_gate085_maxin4352_20260717_124844,1032,464,0.4496124031007752,814,0.7887596899224806,0.003875968992248062,0.07461240310077519,0.16434807751937983,0.2284691434108527,1.78794253875969,379.81492248062017,2181,51.37596899224806,256,431.1908914728682,0,9,31,0,0,0.7054402448320413,0.450881,0.971507,0.6913299864341085,0.7217922742248062,0.7031984738372093,0.6913299864341085,7,1025,"{""0"": 1025, ""3"": 7}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_base_dynamic_bge_large_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,dbca16157748e2763937626af73c5a24ea7d25d664bd6950b5a0331d52ca3d9c,results/k3_extension_20260717/run_k3_qwen2b_base_top3_gate085_maxin4352_20260717_124844.csv,52d9788ed827ef77c73b369c39271ebcdf12c9897abc6a3c1a1882b6f9683f66,results/k3_extension_20260717/run_k3_qwen2b_base_top3_gate085_maxin4352_20260717_124844_metadata.json,7a40c535b0621e5ef42b592774f6f0d2a674e3c81db269e0734d87e2da3f6f47,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_base_top3_gate085_maxin4352_20260717_124844_retrieval_traces.jsonl,0bcb442d2d93c96ebc7808d980b8050dd98b064918a430c152180994b097e3f3,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,base,Base,structure_top3,Structure Top-3,run_k3_qwen2b_base_structure_top3_maxin4352_20260717_132002,1032,425,0.4118217054263566,729,0.7063953488372093,0.08430232558139535,0.18410852713178294,0.27967602906976746,0.3921936550387597,5.399882378875969,1447.6463178294573,4269,159.90406976744185,256,1607.5503875968993,0,9,554,0,0,0.7023275836563307,0.450881,0.971507,0.6853105203488373,0.7181813614341086,0.6998277083333333,0.6889736812015504,1032,0,"{""0"": 0, ""3"": 1032}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_base_dynamic_bge_large_top10_structure_rerank_v2_top3_k3_full_schema_maxin4352_full_aliasnames.json,9f3b70ba37e00fe34ce5347cf381e1be36d4eaa224eaa6aaa3f9ccdbbca6096f,results/k3_extension_20260717/run_k3_qwen2b_base_structure_top3_maxin4352_20260717_132002.csv,110b5a3f6d0505e551b5fc2b56268e192206d1766d064ded38fa53f6160687f3,results/k3_extension_20260717/run_k3_qwen2b_base_structure_top3_maxin4352_20260717_132002_metadata.json,38ac5e9df86b99d1a070097dd4b0ab0c3b4196cb57a853821191cd1dd2345343,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_base_structure_top3_maxin4352_20260717_132002_retrieval_traces.jsonl,a87c9899c3b1d93ec6494ab1a9ee816d23e2112f686e87b4c63a6c43042ba9bc,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,base,Base,structure_top3_gate070,Structure Top-3 Gate 0.70,run_k3_qwen2b_base_structure_top3_gate070_maxin4352_20260717_145336,1032,449,0.43507751937984496,770,0.7461240310077519,0.060077519379844964,0.13565891472868216,0.22820232558139533,0.31217981879844964,3.5342406182170545,834.906007751938,3728,106.45445736434108,256,941.3604651162791,0,8,290,0,0,0.7023275836563307,0.450881,0.971507,0.6853105203488373,0.7181813614341086,0.6998277083333333,0.6889736812015504,450,582,"{""0"": 582, ""3"": 450}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_base_dynamic_bge_large_top10_structure_rerank_v2_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,14b2e5f356660bb6988fdeab953ee2ded10c7fb896db0545d33e7b84513dc2f5,results/k3_extension_20260717/run_k3_qwen2b_base_structure_top3_gate070_maxin4352_20260717_145336.csv,42f990f5843b3de64bbfc6034638d2075c738858dd3b86e1d235996d9e14fc99,results/k3_extension_20260717/run_k3_qwen2b_base_structure_top3_gate070_maxin4352_20260717_145336_metadata.json,80f24d19928dbee6b6f4d75200fda258e3214c3301eb3aeca9ecb78bd202290c,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_base_structure_top3_gate070_maxin4352_20260717_145336_retrieval_traces.jsonl,cf42e7b0d527b7596ddb850f6d86714373b68dd118d4e5edecf0f621a2b00352,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,base,Base,structure_top3_gate085,Structure Top-3 Gate 0.85,run_k3_qwen2b_base_structure_top3_gate085_maxin4352_20260717_155500,1032,465,0.45058139534883723,814,0.7887596899224806,0.003875968992248062,0.07461240310077519,0.16431946511627907,0.228595628875969,1.7829459350775194,378.5765503875969,2181,51.1937984496124,256,429.7703488372093,0,9,30,0,0,0.7023275836563307,0.450881,0.971507,0.6853105203488373,0.7181813614341086,0.6998277083333333,0.6889736812015504,6,1026,"{""0"": 1026, ""3"": 6}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_base_dynamic_bge_large_top10_structure_rerank_v2_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,c17526f9076d528c859ee04d73c6f81dbb26ff3289f5bf5467d0d955c00d6d81,results/k3_extension_20260717/run_k3_qwen2b_base_structure_top3_gate085_maxin4352_20260717_155500.csv,7022b1f19b4c5f734eb15c228d0d4a47c1e39fd9cac906d835578bbe09fcbef7,results/k3_extension_20260717/run_k3_qwen2b_base_structure_top3_gate085_maxin4352_20260717_155500_metadata.json,1ffdef65cbc8883fc454a4456fc53a69b86c19092fb1658e0af63a4838527346,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_base_structure_top3_gate085_maxin4352_20260717_155500_retrieval_traces.jsonl,623431ca8ba022c8ac1147597bf4c989ed1b03eee7fd8f26a4cf4cd685b119d0,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,top3,Dynamic Top-3,run_k3_qwen2b_lora_v2_top3_maxin4352_20260717_162744,1032,572,0.5542635658914729,844,0.8178294573643411,0.18507751937984496,0.3313953488372093,0.5262504253875968,0.6194484118217054,2.4450363614341084,1415.1637596899225,3733,37.21220930232558,256,1452.375968992248,0,0,1,0,0,0.7054402448320413,0.450881,0.971507,0.6913299864341085,0.7217922742248062,0.7031984738372093,0.6913299864341085,1032,0,"{""0"": 0, ""3"": 1032}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top3_k3_full_schema_maxin4352_full_aliasnames.json,c5c2ab7ec7c8ccb86b1039b7978b2a9ba7b5f5cf6754fac39d87569936803478,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_top3_maxin4352_20260717_162744.csv,352aa17359aa225b94f2d5acabf9c4f4634e70ff2bd10665c137ce55308bc173,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_top3_maxin4352_20260717_162744_metadata.json,0c4d3db2784438d3d358dd07dab6eb8557b04dd48fe245a3b537fe4fae89f36c,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_lora_v2_top3_maxin4352_20260717_162744_retrieval_traces.jsonl,c82b306ac3fbc64b641f6772e9eb1e2c27fde90978c98d74d0253d9dfedacb57,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,top3_gate070,Dynamic Top-3 Gate 0.70,run_k3_qwen2b_lora_v2_top3_gate070_maxin4352_20260717_171027,1032,597,0.5784883720930233,863,0.8362403100775194,0.19573643410852712,0.3439922480620155,0.5468914990310078,0.6448272839147287,2.3912275843023254,859.7519379844962,3728,36.791666666666664,164,896.5436046511628,0,0,0,0,0,0.7054402448320413,0.450881,0.971507,0.6913299864341085,0.7217922742248062,0.7031984738372093,0.6913299864341085,480,552,"{""0"": 552, ""3"": 480}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,7186bfc5f0b6abcf6e9e141af5ef717fe20a40d41a8df58ba2046713e2785473,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_top3_gate070_maxin4352_20260717_171027.csv,2fef51f414ebd25ae28114ff3ad539d81031c534c824048da91dd57f475147ef,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_top3_gate070_maxin4352_20260717_171027_metadata.json,2eae4a2d05a563166642c60db508d8adbca8c7555e0892f8e8a70df72237e174,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_lora_v2_top3_gate070_maxin4352_20260717_171027_retrieval_traces.jsonl,a45166f08ef0e0d1eddab67d805798e67c5182489bf75b75f61960ddf9dab4f8,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,top3_gate085,Dynamic Top-3 Gate 0.85,run_k3_qwen2b_lora_v2_top3_gate085_maxin4352_20260717_175214,1032,614,0.5949612403100775,880,0.8527131782945736,0.20348837209302326,0.34108527131782945,0.551295183139535,0.6484307277131783,2.354496828488372,379.81492248062017,2181,36.77325581395349,164,416.58817829457365,0,0,0,0,0,0.7054402448320413,0.450881,0.971507,0.6913299864341085,0.7217922742248062,0.7031984738372093,0.6913299864341085,7,1025,"{""0"": 1025, ""3"": 7}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,4f0f9aa9d0917ee57257b1e161aa5dda13aaf929cb3c394582962ae51ef646eb,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_top3_gate085_maxin4352_20260717_175214.csv,ab806da0bdc44fe795b6d0e5738886a7718acb476dc897f3c1587f131fbccf1f,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_top3_gate085_maxin4352_20260717_175214_metadata.json,a9966dd0a54e4295f3ab4ff2c8d35e9eb903a714b36487dd06d69811f1138feb,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_lora_v2_top3_gate085_maxin4352_20260717_175214_retrieval_traces.jsonl,0bcb442d2d93c96ebc7808d980b8050dd98b064918a430c152180994b097e3f3,PASS,COMPLETE_VALID
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,structure_top3,Structure Top-3,run_k3_qwen2b_lora_v2_structure_top3_maxin4352_20260717_183318,1032,573,0.5552325581395349,824,0.7984496124031008,0.18313953488372092,0.3236434108527132,0.5165884738372093,0.607102965116279,2.4888857703488374,1447.6463178294573,4269,37.997093023255815,256,1485.6434108527133,0,0,1,0,0,0.7023275836563307,0.450881,0.971507,0.6853105203488373,0.7181813614341086,0.6998277083333333,0.6889736812015504,1032,0,"{""0"": 0, ""3"": 1032}",4352,256,no_explicit_statement_timeout,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_top3_k3_full_schema_maxin4352_full_aliasnames.json,0e692322a5b8d2af1fc5f5dc2ce884ba4edffb9d68184e042a7e794538b0d6af,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_structure_top3_maxin4352_20260717_183318.csv,96149b93fd8ecb7d1d7d7b413076404783bcced85db0e88283bcd31cf6d8cc17,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_structure_top3_maxin4352_20260717_183318_metadata.json,91a4d9531535b9826c6353c658b30e86cc6894e7051855ddff568e9b130e6159,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_lora_v2_structure_top3_maxin4352_20260717_183318_retrieval_traces.jsonl,a87c9899c3b1d93ec6494ab1a9ee816d23e2112f686e87b4c63a6c43042ba9bc,PASS,COMPLETE_VALID
